layer,variant,op,start_cycle,end_cycle,core_id,tile_id,detail
resnet50_s2_b1_projection_1x1,puma_fixed_adc,CHAIN_REDUCE,8196.0,8196.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b2_conv1_1x1,puma_fixed_adc,MVM,0.0,8196.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv1_1x1,puma_fixed_adc,CHAIN_REDUCE,8196.0,8196.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b2_conv2_3x3,puma_fixed_adc,MVM,0.0,8196.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv2_3x3,puma_fixed_adc,MVM,0.0,8196.0,1,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv2_3x3,puma_fixed_adc,MVM,0.0,8196.0,2,0,1 mapped MVMU block(s)
resnet50_s2_b2_conv2_3x3,puma_fixed_adc,CHAIN_REDUCE,8196.0,8276.0,,,"3 core(s), 1 tile(s)"
resnet50_s2_b2_conv3_1x1,puma_fixed_adc,MVM,0.0,8196.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv3_1x1,puma_fixed_adc,CHAIN_REDUCE,8196.0,8196.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b3_conv1_1x1,puma_fixed_adc,MVM,0.0,8196.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv1_1x1,puma_fixed_adc,CHAIN_REDUCE,8196.0,8196.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b3_conv2_3x3,puma_fixed_adc,MVM,0.0,8196.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv2_3x3,puma_fixed_adc,MVM,0.0,8196.0,1,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv2_3x3,puma_fixed_adc,MVM,0.0,8196.0,2,0,1 mapped MVMU block(s)
resnet50_s2_b3_conv2_3x3,puma_fixed_adc,CHAIN_REDUCE,8196.0,8276.0,,,"3 core(s), 1 tile(s)"
resnet50_s2_b3_conv3_1x1,puma_fixed_adc,MVM,0.0,8196.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv3_1x1,puma_fixed_adc,CHAIN_REDUCE,8196.0,8196.0,,,"1 core(s), 1 tile(s)"
resnet50_s3_b1_conv1_1x1,puma_fixed_adc,MVM,0.0,8196.0,0,0,4 mapped MVMU block(s)
resnet50_s3_b1_conv1_1x1,puma_fixed_adc,MVM,0.0,8196.0,1,0,4 mapped MVMU block(s)
resnet50_s3_b1_conv1_1x1,puma_fixed_adc,CHAIN_REDUCE,8196.0,8236.0,,,"2 core(s), 1 tile(s)"
resnet50_stem_7x7,sparse_puma,MVM,0.0,2340.0,0,0,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,2036.0,1,0,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,1668.0,2,0,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,2084.0,3,0,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,1780.0,4,1,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,2004.0,5,1,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,1572.0,6,1,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,1940.0,7,1,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,2532.0,8,2,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,2084.0,9,2,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,2116.0,10,2,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,1844.0,11,2,4 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,MVM,0.0,388.0,12,3,1 mapped MVMU block(s)
resnet50_stem_7x7,sparse_puma,CHAIN_REDUCE,2532.0,3012.0,,,"13 core(s), 4 tile(s)"
resnet50_s2_b1_conv1_1x1,sparse_puma,MVM,0.0,7428.0,0,0,1 mapped MVMU block(s)
resnet50_s2_b1_conv1_1x1,sparse_puma,CHAIN_REDUCE,7428.0,7428.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b1_conv2_3x3,sparse_puma,MVM,0.0,7444.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b1_conv2_3x3,sparse_puma,MVM,0.0,7124.0,1,0,4 mapped MVMU block(s)
resnet50_s2_b1_conv2_3x3,sparse_puma,MVM,0.0,6452.0,2,0,1 mapped MVMU block(s)
resnet50_s2_b1_conv2_3x3,sparse_puma,CHAIN_REDUCE,7444.0,7524.0,,,"3 core(s), 1 tile(s)"
resnet50_s2_b1_conv3_1x1,sparse_puma,MVM,0.0,7476.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b1_conv3_1x1,sparse_puma,CHAIN_REDUCE,7476.0,7476.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b1_projection_1x1,sparse_puma,MVM,0.0,7508.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b1_projection_1x1,sparse_puma,CHAIN_REDUCE,7508.0,7508.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b2_conv1_1x1,sparse_puma,MVM,0.0,7444.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv1_1x1,sparse_puma,CHAIN_REDUCE,7444.0,7444.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b2_conv2_3x3,sparse_puma,MVM,0.0,7540.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv2_3x3,sparse_puma,MVM,0.0,7076.0,1,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv2_3x3,sparse_puma,MVM,0.0,6452.0,2,0,1 mapped MVMU block(s)
resnet50_s2_b2_conv2_3x3,sparse_puma,CHAIN_REDUCE,7540.0,7620.0,,,"3 core(s), 1 tile(s)"
resnet50_s2_b2_conv3_1x1,sparse_puma,MVM,0.0,7428.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv3_1x1,sparse_puma,CHAIN_REDUCE,7428.0,7428.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b3_conv1_1x1,sparse_puma,MVM,0.0,7492.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv1_1x1,sparse_puma,CHAIN_REDUCE,7492.0,7492.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b3_conv2_3x3,sparse_puma,MVM,0.0,7460.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv2_3x3,sparse_puma,MVM,0.0,7076.0,1,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv2_3x3,sparse_puma,MVM,0.0,6484.0,2,0,1 mapped MVMU block(s)
resnet50_s2_b3_conv2_3x3,sparse_puma,CHAIN_REDUCE,7460.0,7540.0,,,"3 core(s), 1 tile(s)"
resnet50_s2_b3_conv3_1x1,sparse_puma,MVM,0.0,7460.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv3_1x1,sparse_puma,CHAIN_REDUCE,7460.0,7460.0,,,"1 core(s), 1 tile(s)"
resnet50_s3_b1_conv1_1x1,sparse_puma,MVM,0.0,7444.0,0,0,4 mapped MVMU block(s)
resnet50_s3_b1_conv1_1x1,sparse_puma,MVM,0.0,7396.0,1,0,4 mapped MVMU block(s)
resnet50_s3_b1_conv1_1x1,sparse_puma,CHAIN_REDUCE,7444.0,7484.0,,,"2 core(s), 1 tile(s)"
resnet50_stem_7x7,samba,MVM,0.0,1940.0,0,0,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1284.0,1,0,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,2036.0,2,0,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1204.0,3,0,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1780.0,4,1,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,2004.0,5,1,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1604.0,6,1,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1236.0,7,1,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1940.0,8,2,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1348.0,9,2,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1092.0,10,2,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1428.0,11,2,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,1844.0,12,3,4 mapped MVMU block(s)
resnet50_stem_7x7,samba,MVM,0.0,644.0,13,3,2 mapped MVMU block(s)
resnet50_stem_7x7,samba,TREE_REDUCE,2036.0,2156.0,,,"14 core(s), 4 tile(s)"
resnet50_stem_7x7,samba,SPLIT_MERGE,2156.0,2176.0,,,5 split MVMU merge(s)
resnet50_s2_b1_conv1_1x1,samba,MVM,0.0,7428.0,0,0,1 mapped MVMU block(s)
resnet50_s2_b1_conv1_1x1,samba,TREE_REDUCE,7428.0,7428.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b1_conv2_3x3,samba,MVM,0.0,7156.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b1_conv2_3x3,samba,MVM,0.0,6628.0,1,0,4 mapped MVMU block(s)
resnet50_s2_b1_conv2_3x3,samba,MVM,0.0,7124.0,2,0,2 mapped MVMU block(s)
resnet50_s2_b1_conv2_3x3,samba,TREE_REDUCE,7156.0,7168.0,,,"3 core(s), 1 tile(s)"
resnet50_s2_b1_conv2_3x3,samba,SPLIT_MERGE,7168.0,7172.0,,,1 split MVMU merge(s)
resnet50_s2_b1_conv3_1x1,samba,MVM,0.0,7332.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b1_conv3_1x1,samba,TREE_REDUCE,7332.0,7332.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b1_conv3_1x1,samba,REARRANGE,7332.0,7356.0,,,2 vector rearrange(s)
resnet50_s2_b1_projection_1x1,samba,MVM,0.0,7396.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b1_projection_1x1,samba,TREE_REDUCE,7396.0,7396.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b1_projection_1x1,samba,REARRANGE,7396.0,7420.0,,,2 vector rearrange(s)
resnet50_s2_b2_conv1_1x1,samba,MVM,0.0,7284.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv1_1x1,samba,TREE_REDUCE,7284.0,7284.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b2_conv1_1x1,samba,REARRANGE,7284.0,7308.0,,,2 vector rearrange(s)
resnet50_s2_b2_conv2_3x3,samba,MVM,0.0,7156.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv2_3x3,samba,MVM,0.0,6532.0,1,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv2_3x3,samba,MVM,0.0,7076.0,2,0,2 mapped MVMU block(s)
resnet50_s2_b2_conv2_3x3,samba,TREE_REDUCE,7156.0,7160.0,,,"3 core(s), 1 tile(s)"
resnet50_s2_b2_conv2_3x3,samba,SPLIT_MERGE,7160.0,7164.0,,,1 split MVMU merge(s)
resnet50_s2_b2_conv3_1x1,samba,MVM,0.0,7380.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b2_conv3_1x1,samba,TREE_REDUCE,7380.0,7380.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b2_conv3_1x1,samba,REARRANGE,7380.0,7404.0,,,2 vector rearrange(s)
resnet50_s2_b3_conv1_1x1,samba,MVM,0.0,7348.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv1_1x1,samba,TREE_REDUCE,7348.0,7348.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b3_conv1_1x1,samba,REARRANGE,7348.0,7372.0,,,2 vector rearrange(s)
resnet50_s2_b3_conv2_3x3,samba,MVM,0.0,7140.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv2_3x3,samba,MVM,0.0,6500.0,1,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv2_3x3,samba,MVM,0.0,7076.0,2,0,2 mapped MVMU block(s)
resnet50_s2_b3_conv2_3x3,samba,TREE_REDUCE,7140.0,7144.0,,,"3 core(s), 1 tile(s)"
resnet50_s2_b3_conv2_3x3,samba,SPLIT_MERGE,7144.0,7148.0,,,1 split MVMU merge(s)
resnet50_s2_b3_conv3_1x1,samba,MVM,0.0,7412.0,0,0,4 mapped MVMU block(s)
resnet50_s2_b3_conv3_1x1,samba,TREE_REDUCE,7412.0,7412.0,,,"1 core(s), 1 tile(s)"
resnet50_s2_b3_conv3_1x1,samba,REARRANGE,7412.0,7436.0,,,2 vector rearrange(s)
resnet50_s3_b1_conv1_1x1,samba,MVM,0.0,7332.0,0,0,4 mapped MVMU block(s)
resnet50_s3_b1_conv1_1x1,samba,MVM,0.0,7156.0,1,0,4 mapped MVMU block(s)
resnet50_s3_b1_conv1_1x1,samba,MVM,0.0,3700.0,2,0,1 mapped MVMU block(s)
resnet50_s3_b1_conv1_1x1,samba,TREE_REDUCE,7332.0,7336.0,,,"3 core(s), 1 tile(s)"
resnet50_s3_b1_conv1_1x1,samba,REARRANGE,7336.0,7360.0,,,2 vector rearrange(s)
resnet50_s3_b1_conv1_1x1,samba,SPLIT_MERGE,7360.0,7364.0,,,1 split MVMU merge(s)
